_id,AnnoA,AteneoCOD,AteneoNOME,ClasseNUMERO,ClasseNOME,CorsoNOME,SedeC,SedeP,CorsoLingua
2199,2020/2021,3801,Ferrara,L-34,Scienze geologiche,Scienze Geologiche,FERRARA,FERRARA,""
2200,2020/2021,3801,Ferrara,L-35,Scienze matematiche,Matematica,FERRARA,FERRARA,""
2201,2020/2021,3801,Ferrara,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),FERRARA,FERRARA,""
2202,2020/2021,3801,Ferrara,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),ADRIA,ROVIGO,""
2203,2020/2021,3801,Ferrara,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),FERRARA,FERRARA,""
2204,2020/2021,3801,Ferrara,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),PIEVE DI CENTO,BOLOGNA,""
2205,2020/2021,3801,Ferrara,L/SNT2,Professioni sanitarie della riabilitazione,Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale),ROVERETO,TRENTO,""
2206,2020/2021,3801,Ferrara,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),BOLZANO,BOLZANO,""
2207,2020/2021,3801,Ferrara,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),FERRARA,FERRARA,""
2208,2020/2021,3801,Ferrara,L/SNT2,Professioni sanitarie della riabilitazione,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),FERRARA,FERRARA,""
2209,2020/2021,3801,Ferrara,L/SNT2,Professioni sanitarie della riabilitazione,Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia),FERRARA,FERRARA,""
2210,2020/2021,3801,Ferrara,L/SNT2,Professioni sanitarie della riabilitazione,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),FERRARA,FERRARA,""
2211,2020/2021,3801,Ferrara,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),FERRARA,FERRARA,""
2212,2020/2021,3801,Ferrara,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",FERRARA,FERRARA,""
2213,2020/2021,3801,Ferrara,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),FERRARA,FERRARA,""
2214,2020/2021,3801,Ferrara,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),FERRARA,FERRARA,""
2215,2020/2021,3801,Ferrara,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,ROVIGO,ROVIGO,""
2216,2020/2021,3801,Ferrara,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,FERRARA,FERRARA,""
2217,2020/2021,3801,Ferrara,LM-02,Archeologia,"Quaternario, Preistoria e Archeologia",FERRARA,FERRARA,""
2218,2020/2021,3801,Ferrara,LM-06,Biologia,Scienze Biomolecolari e dell'Evoluzione,FERRARA,FERRARA,"italiano, inglese"
2219,2020/2021,3801,Ferrara,LM-08,Biotecnologie industriali,Biotecnologie per l'Ambiente e la Salute (Bas),FERRARA,FERRARA,""
2220,2020/2021,3801,Ferrara,LM-12,Design,Innovation Design,FERRARA,FERRARA,inglese
2221,2020/2021,3801,Ferrara,LM-13,Farmacia e farmacia industriale,Chimica e Tecnologia Farmaceutiche,FERRARA,FERRARA,""
2222,2020/2021,3801,Ferrara,LM-13,Farmacia e farmacia industriale,Farmacia,FERRARA,FERRARA,""
2223,2020/2021,3801,Ferrara,LM-14,Filologia moderna,Culture e Tradizioni del Medio Evo e del Rinascimento,FERRARA,FERRARA,""
2224,2020/2021,3801,Ferrara,LM-17,Fisica,Physics,FERRARA,FERRARA,inglese
2225,2020/2021,3801,Ferrara,LM-23,Ingegneria civile,Ingegneria Civile,FERRARA,FERRARA,""
2226,2020/2021,3801,Ferrara,LM-29,Ingegneria elettronica,Ingegneria Elettronica per l'Ict,FERRARA,FERRARA,""
2227,2020/2021,3801,Ferrara,LM-32,Ingegneria informatica,Ingegneria Informatica e dell’Automazione,FERRARA,FERRARA,""
2228,2020/2021,3801,Ferrara,LM-33,Ingegneria meccanica,Ingegneria Meccanica,FERRARA,FERRARA,""
2229,2020/2021,3801,Ferrara,LM-37,Lingue e letterature moderne europee e americane,Lingue e Letterature Straniere,FERRARA,FERRARA,""
2230,2020/2021,3801,Ferrara,LM-40,Matematica,Matematica,FERRARA,FERRARA,""
2231,2020/2021,3801,Ferrara,LM-41,Medicina e chirurgia,Medicina e Chirurgia,FERRARA,FERRARA,""
2232,2020/2021,3801,Ferrara,LM-41,Medicina e chirurgia,Medicina e Chirurgia,COTIGNOLA,RAVENNA,""
2233,2020/2021,3801,Ferrara,LM-46,Odontoiatria e protesi dentaria,Odontoiatria e Protesi Dentaria,FERRARA,FERRARA,""
2234,2020/2021,3801,Ferrara,LM-54,Scienze chimiche,Scienze Chimiche,FERRARA,FERRARA,""
2235,2020/2021,3801,Ferrara,LM-77,Scienze economico-aziendali,Economia e Management per la Creazione di Valore,FERRARA,FERRARA,""
2236,2020/2021,3801,Ferrara,LM-56,Scienze dell'economia,"Economics, Management And Policies For Global Challenges",FERRARA,FERRARA,inglese
2237,2020/2021,3801,Ferrara,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata,FERRARA,FERRARA,""
2238,2020/2021,3801,Ferrara,LM-74,Scienze e tecnologie geologiche,"Scienze Geologiche, Georisorse e Territorio",FERRARA,FERRARA,""
2239,2020/2021,3801,Ferrara,LM/SNT1,Scienze infermieristiche e ostetriche,Scienze Infermieristiche e Ostetriche,FERRARA,FERRARA,""
2240,2020/2021,3801,Ferrara,LM/SNT2,Scienze riabilitative delle professioni sanitarie,Scienze Riabilitative delle Professioni Sanitarie,FERRARA,FERRARA,""
2241,2020/2021,3801,Ferrara,LM/SNT3,Scienze delle professioni sanitarie tecniche,Scienze delle Professioni Sanitarie Tecniche Diagnostiche,FERRARA,FERRARA,""
2242,2020/2021,3801,Ferrara,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),Architettura,FERRARA,FERRARA,""
2243,2020/2021,4101,Urbino,L-02,Biotecnologie,Biotecnologie,FANO,PESARO URBINO,""
2244,2020/2021,4101,Urbino,L-10,Lettere,"Scienze Umanistiche. Discipline Letterarie, Artistiche e Filosofiche.",URBINO,PESARO URBINO,""
2245,2020/2021,4101,Urbino,L-11,Lingue e culture moderne,Lingue e Culture Moderne,URBINO,PESARO URBINO,""
2246,2020/2021,4101,Urbino,L-13,Scienze biologiche,Scienze Biologiche,URBINO,PESARO URBINO,""
2247,2020/2021,4101,Urbino,L-14,Scienze dei servizi giuridici,Scienze Giuridiche per la Consulenza del Lavoro e la Sicurezza Pubblica e Privata,URBINO,PESARO URBINO,""
2248,2020/2021,4101,Urbino,L-18,Scienze dell'economia e della gestione aziendale,Economia e Management,FANO,PESARO URBINO,""
2249,2020/2021,4101,Urbino,L-18,Scienze dell'economia e della gestione aziendale,Economia e Management,URBINO,PESARO URBINO,""
2250,2020/2021,4101,Urbino,L-19,Scienze dell'educazione e della formazione,Scienze dell'Educazione,URBINO,PESARO URBINO,""
2251,2020/2021,4101,Urbino,L-20,Scienze della comunicazione,"Informazione, Media, Pubblicità",URBINO,PESARO URBINO,""
2252,2020/2021,4101,Urbino,L-22,Scienze delle attività motorie e sportive,"Scienze Motorie, Sportive e della Salute",URBINO,PESARO URBINO,""
2253,2020/2021,4101,Urbino,L-24,Scienze e tecniche psicologiche,Scienze e Tecniche Psicologiche,URBINO,PESARO URBINO,""
2254,2020/2021,4101,Urbino,L-29,Scienze e tecnologie farmaceutiche,Scienza della Nutrizione,URBINO,PESARO URBINO,""
2255,2020/2021,4101,Urbino,L-31,Scienze e tecnologie informatiche,Informatica Applicata,URBINO,PESARO URBINO,""
2256,2020/2021,4101,Urbino,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",Scienze Geologiche e Pianificazione Territoriale,URBINO,PESARO URBINO,""
2257,2020/2021,4101,Urbino,L-34,Scienze geologiche,Scienze Geologiche e Pianificazione Territoriale,URBINO,PESARO URBINO,""
2258,2020/2021,4101,Urbino,L-36,Scienze politiche e delle relazioni internazionali,"Scienze Politiche, Economiche e del Governo",URBINO,PESARO URBINO,""
2259,2020/2021,4101,Urbino,L-39,Servizio sociale,Sociologia e Servizio Sociale,URBINO,PESARO URBINO,""
2260,2020/2021,4101,Urbino,L-40,Sociologia,Sociologia e Servizio Sociale,URBINO,PESARO URBINO,""
2261,2020/2021,4101,Urbino,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,URBINO,PESARO URBINO,""
2262,2020/2021,4101,Urbino,LM-06,Biologia,"Biologia Molecolare, Sanitaria e della Nutrizione",URBINO,PESARO URBINO,""
2263,2020/2021,4101,Urbino,LM-13,Farmacia e farmacia industriale,Chimica e Tecnologia Farmaceutiche,URBINO,PESARO URBINO,""
2264,2020/2021,4101,Urbino,LM-13,Farmacia e farmacia industriale,Farmacia,URBINO,PESARO URBINO,""
2265,2020/2021,4101,Urbino,LM-14,Filologia moderna,Lettere Classiche e Moderne,URBINO,PESARO URBINO,""
2266,2020/2021,4101,Urbino,LM-15,"Filologia, letterature e storia dell'antichità",Lettere Classiche e Moderne,URBINO,PESARO URBINO,""
2267,2020/2021,4101,Urbino,LM-18,Informatica,Informatica Applicata,URBINO,PESARO URBINO,""
2268,2020/2021,4101,Urbino,LM-37,Lingue e letterature moderne europee e americane,Lingue Moderne e Interculturalita',URBINO,PESARO URBINO,""
2269,2020/2021,4101,Urbino,LM-51,Psicologia,Psicologia Clinica,URBINO,PESARO URBINO,""
2270,2020/2021,4101,Urbino,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",Comunicazione e Pubblicità per le Organizzazioni,URBINO,PESARO URBINO,""
2271,2020/2021,4101,Urbino,LM-62,Scienze della politica,Politica Societa' Economia Internazionali,URBINO,PESARO URBINO,""
2272,2020/2021,4101,Urbino,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,Scienze Motorie per la Prevenzione e la Salute,URBINO,PESARO URBINO,""
2273,2020/2021,4101,Urbino,LM-68,Scienze e tecniche dello sport,Scienze dello Sport,URBINO,PESARO URBINO,""
2274,2020/2021,4101,Urbino,LM-74,Scienze e tecnologie geologiche,Geologia Ambientale e Gestione del Territorio,URBINO,PESARO URBINO,""
2275,2020/2021,4101,Urbino,LM-77,Scienze economico-aziendali,Marketing e Comunicazione per le Aziende,URBINO,PESARO URBINO,""
2276,2020/2021,4101,Urbino,LM-77,Scienze economico-aziendali,Economia e Management,URBINO,PESARO URBINO,""
2277,2020/2021,4101,Urbino,LM-78,Scienze filosofiche,Filosofia dell'Informazione. Teoria e Gestione della Conoscenza,URBINO,PESARO URBINO,""
2278,2020/2021,4101,Urbino,LM-85,Scienze pedagogiche,Pedagogia,URBINO,PESARO URBINO,""
2279,2020/2021,4101,Urbino,LM-87,Servizio sociale e politiche sociali,Gestione delle Politiche dei Servizi Sociali e Multiculturalità,URBINO,PESARO URBINO,""
2280,2020/2021,4101,Urbino,LM-89,Storia dell'arte,Storia dell'Arte,URBINO,PESARO URBINO,""
2281,2020/2021,4101,Urbino,LM-85 bis,Scienze della formazione primaria,Scienze della Formazione Primaria,URBINO,PESARO URBINO,""
2282,2020/2021,4101,Urbino,LMR/02,Conservazione e restauro dei beni culturali,Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004),URBINO,PESARO URBINO,""
2283,2020/2021,4201,Marche,L-07,Ingegneria civile e ambientale,Ingegneria Civile e Ambientale,ANCONA,ANCONA,""
2284,2020/2021,4201,Marche,L-08,Ingegneria dell'informazione,Ingegneria Biomedica,ANCONA,ANCONA,""
2285,2020/2021,4201,Marche,L-08,Ingegneria dell'informazione,Ingegneria Informatica e dell'Automazione,ANCONA,ANCONA,""
2286,2020/2021,4201,Marche,L-08,Ingegneria dell'informazione,Ingegneria Elettronica,ANCONA,ANCONA,""
2287,2020/2021,4201,Marche,L-09,Ingegneria industriale,Ingegneria Meccanica,ANCONA,ANCONA,""
2288,2020/2021,4201,Marche,L-08,Ingegneria dell'informazione,Ingegneria Gestionale,FERMO,FERMO,""
2289,2020/2021,4201,Marche,L-09,Ingegneria industriale,Ingegneria Gestionale,FERMO,FERMO,""
2290,2020/2021,4201,Marche,L-09,Ingegneria industriale,Sistemi Industriali e dell'Informazione,PESARO,PESARO URBINO,""
2291,2020/2021,4201,Marche,L-13,Scienze biologiche,Scienze Biologiche,ANCONA,ANCONA,""
2292,2020/2021,4201,Marche,L-33,Scienze economiche,Economia e Commercio,ANCONA,ANCONA,""
2293,2020/2021,4201,Marche,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,SAN BENEDETTO DEL TRONTO,ASCOLI PICENO,""
2294,2020/2021,4201,Marche,L-23,Scienze e tecniche dell'edilizia,Ingegneria Edile,ANCONA,ANCONA,""
2295,2020/2021,4201,Marche,L-23,Scienze e tecniche dell'edilizia,Tecniche della Costruzione e Gestione del Territorio,ANCONA,ANCONA,""
2296,2020/2021,4201,Marche,L-25,Scienze e tecnologie agrarie e forestali,Scienze e Tecnologie Agrarie,ANCONA,ANCONA,""
2297,2020/2021,4201,Marche,L-25,Scienze e tecnologie agrarie e forestali,Scienze Forestali e Ambientali,ANCONA,ANCONA,""
2298,2020/2021,4201,Marche,L-26,Scienze e tecnologie alimentari,Scienze e Tecnologie Alimentari,ANCONA,ANCONA,""
2299,2020/2021,4201,Marche,L-32,Scienze e tecnologie per l'ambiente e la natura,Scienze Ambientali e Protezione Civile,ANCONA,ANCONA,""
2300,2020/2021,4201,Marche,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),ANCONA,ANCONA,""
2301,2020/2021,4201,Marche,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),ASCOLI PICENO,ASCOLI PICENO,""
2302,2020/2021,4201,Marche,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),FERMO,FERMO,""
2303,2020/2021,4201,Marche,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),MACERATA,MACERATA,""
2304,2020/2021,4201,Marche,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),PESARO,PESARO URBINO,""
2305,2020/2021,4201,Marche,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),ANCONA,ANCONA,"italiano, inglese"
2306,2020/2021,4201,Marche,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),ANCONA,ANCONA,""
2307,2020/2021,4201,Marche,L/SNT2,Professioni sanitarie della riabilitazione,Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale),ANCONA,ANCONA,""
2308,2020/2021,4201,Marche,L/SNT2,Professioni sanitarie della riabilitazione,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),ANCONA,ANCONA,""
2309,2020/2021,4201,Marche,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",ANCONA,ANCONA,"italiano, inglese"
2310,2020/2021,4201,Marche,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),ANCONA,ANCONA,""
2311,2020/2021,4201,Marche,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),ANCONA,ANCONA,"italiano, inglese"
2312,2020/2021,4201,Marche,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),ANCONA,ANCONA,"italiano, inglese"
2313,2020/2021,4201,Marche,L/SNT4,Professioni sanitarie della prevenzione,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),ANCONA,ANCONA,""
2314,2020/2021,4201,Marche,L/SNT4,Professioni sanitarie della prevenzione,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),ANCONA,ANCONA,""
2315,2020/2021,4201,Marche,LM-06,Biologia,Biologia Marina,ANCONA,ANCONA,"italiano, inglese"
2316,2020/2021,4201,Marche,LM-06,Biologia,Biologia Molecolare e Applicata,ANCONA,ANCONA,""
2317,2020/2021,4201,Marche,LM-16,Finanza,Scienze Economiche e Finanziarie,ANCONA,ANCONA,""
2318,2020/2021,4201,Marche,LM-21,Ingegneria biomedica,Biomedical Engineering,ANCONA,ANCONA,inglese
2319,2020/2021,4201,Marche,LM-23,Ingegneria civile,Ingegneria Civile,ANCONA,ANCONA,"italiano, inglese"
2320,2020/2021,4201,Marche,LM-24,Ingegneria dei sistemi edilizi,Ingegneria Edile,ANCONA,ANCONA,""
2321,2020/2021,4201,Marche,LM-29,Ingegneria elettronica,Ingegneria Elettronica,ANCONA,ANCONA,""
2322,2020/2021,4201,Marche,LM-31,Ingegneria gestionale,Ingegneria Gestionale,FERMO,FERMO,""
2323,2020/2021,4201,Marche,LM-32,Ingegneria informatica,Ingegneria Informatica e dell'Automazione,ANCONA,ANCONA,""
2324,2020/2021,4201,Marche,LM-33,Ingegneria meccanica,Ingegneria Meccanica,ANCONA,ANCONA,""
2325,2020/2021,4201,Marche,LM-35,Ingegneria per l'ambiente e il territorio,Environmental Engineering,ANCONA,ANCONA,inglese
2326,2020/2021,4201,Marche,LM-41,Medicina e chirurgia,Medicina e Chirurgia,ANCONA,ANCONA,""
2327,2020/2021,4201,Marche,LM-46,Odontoiatria e protesi dentaria,Odontoiatria e Protesi Dentaria,ANCONA,ANCONA,""
2328,2020/2021,4201,Marche,LM-56,Scienze dell'economia,International Economics And Commerce,ANCONA,ANCONA,inglese
2329,2020/2021,4201,Marche,LM-56,Scienze dell'economia,Data Science per l'Economia e le Imprese,ANCONA,ANCONA,""
2330,2020/2021,4201,Marche,LM-91,Tecniche e metodi per la societa dell'informazione,Data Science per l'Economia e le Imprese,ANCONA,ANCONA,""
2331,2020/2021,4201,Marche,LM-69,Scienze e tecnologie agrarie,Scienze Agrarie e del Territorio,ANCONA,ANCONA,""
2332,2020/2021,4201,Marche,LM-70,Scienze e tecnologie alimentari,Food And Beverage Innovation And Management,ANCONA,ANCONA,inglese
2333,2020/2021,4201,Marche,LM-73,Scienze e tecnologie forestali ed ambientali,"Scienze Forestali, dei Suoli e del Paesaggio",ANCONA,ANCONA,""
2334,2020/2021,4201,Marche,LM-75,Scienze e tecnologie per l'ambiente e il territorio,Rischio Ambientale e Protezione Civile,ANCONA,ANCONA,""
2335,2020/2021,4201,Marche,LM-77,Scienze economico-aziendali,Economia e Management,ANCONA,ANCONA,""
2336,2020/2021,4201,Marche,LM-77,Scienze economico-aziendali,Management della Sostenibilita' ed Economia Circolare,ANCONA,ANCONA,""
2337,2020/2021,4201,Marche,LM-77,Scienze economico-aziendali,Management Pubblico e dei Sistemi Socio-Sanitari,SAN BENEDETTO DEL TRONTO,ASCOLI PICENO,""
2338,2020/2021,4201,Marche,LM/SNT1,Scienze infermieristiche e ostetriche,Scienze Infermieristiche e Ostetriche,ANCONA,ANCONA,""
2339,2020/2021,4201,Marche,LM/SNT3,Scienze delle professioni sanitarie tecniche,Scienze delle Professioni Sanitarie Tecniche Assistenziali,ANCONA,ANCONA,""
2340,2020/2021,4201,Marche,LM/SNT3,Scienze delle professioni sanitarie tecniche,Scienze delle Professioni Sanitarie Tecniche Diagnostiche,ANCONA,ANCONA,""
2341,2020/2021,4201,Marche,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),Ingegneria Edile-Architettura,ANCONA,ANCONA,"italiano, inglese"
2342,2020/2021,4301,Macerata,L-01,Beni culturali,Beni Culturali e Turismo,MACERATA,MACERATA,""
2343,2020/2021,4301,Macerata,L-15,Scienze del turismo,Beni Culturali e Turismo,MACERATA,MACERATA,""
2344,2020/2021,4301,Macerata,L-05,Filosofia,Filosofia,MACERATA,MACERATA,""
2345,2020/2021,4301,Macerata,L-10,Lettere,Lettere,MACERATA,MACERATA,""
2346,2020/2021,4301,Macerata,L-11,Lingue e culture moderne,Lingue e Culture Straniere Occidentali e Orientali,MACERATA,MACERATA,""
2347,2020/2021,4301,Macerata,L-12,Mediazione linguistica,Discipline della Mediazione Linguistica,MACERATA,MACERATA,""
2348,2020/2021,4301,Macerata,L-14,Scienze dei servizi giuridici,Scienze Giuridiche Applicate,MACERATA,MACERATA,""
2349,2020/2021,4301,Macerata,L-18,Scienze dell'economia e della gestione aziendale,"Economia: Banche, Aziende e Mercati",MACERATA,MACERATA,""
2350,2020/2021,4301,Macerata,L-19,Scienze dell'educazione e della formazione,Scienze dell'Educazione e della Formazione,MACERATA,MACERATA,""
2351,2020/2021,4301,Macerata,L-20,Scienze della comunicazione,Scienze della Comunicazione,MACERATA,MACERATA,""
2352,2020/2021,4301,Macerata,L-33,Scienze economiche,"Economia, Territorio e Ambiente",MACERATA,MACERATA,""
2353,2020/2021,4301,Macerata,L-36,Scienze politiche e delle relazioni internazionali,Scienze Politiche e Relazioni Internazionali,MACERATA,MACERATA,""
2354,2020/2021,4301,Macerata,L-39,Servizio sociale,"Teorie, Culture e Tecniche per il Servizio Sociale",MACERATA,MACERATA,""
2355,2020/2021,4301,Macerata,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,MACERATA,MACERATA,""
2356,2020/2021,4301,Macerata,LM-14,Filologia moderna,Filologia Classica e Moderna,MACERATA,MACERATA,""
2357,2020/2021,4301,Macerata,LM-15,"Filologia, letterature e storia dell'antichità",Filologia Classica e Moderna,MACERATA,MACERATA,""
2358,2020/2021,4301,Macerata,LM-19,Informazione e sistemi editoriali,Comunicazione e Culture Digitali,MACERATA,MACERATA,""
